label,entity,adjective,is_negated,sentiment,competence,morality,dehuman_flag,negated_dehuman_flag,dehuman_category
INTL_ACTORS,un,uncomfortable,False,-0.6694,-1.6382,-0.0025,0,0,
INTL_ACTORS,un,awkward,False,-0.6694,-1.7005,0.11,0,0,
INTL_ACTORS,un,uncomfortable,False,-0.6694,-1.6382,-0.0025,0,0,
INTL_ACTORS,un,democratic,False,0.5322,-0.1872,0.6419,0,0,
INTL_ACTORS,un,free,False,0.5322,1.1814,0.4539,0,0,
INTL_ACTORS,un,communist,False,0.5322,-0.732,-1.6154,0,0,
INTL_ACTORS,un,party,False,0.5322,0.0149,-0.1208,0,0,
INTL_ACTORS,un,unconditional,False,0.0,-0.1656,0.8196,0,0,
WEST_ACTORS,eu,prominent,False,0.0,0.7978,-0.0364,0,0,
INTL_ACTORS,un,sovereign,False,0.0,-0.478,0.455,0,0,
WEST_ACTORS,trump,kind,False,0.0,0.4186,0.248,0,0,
UKR_POLITICAL,zelensky,sweet,False,0.7886,0.4161,1.0798,0,0,
UKR_POLITICAL,zelensky,sweet,False,0.7886,0.4161,1.0798,0,0,
UKR_POLITICAL,zelensky,not_nice,True,-0.7886,-0.9397,-1.2941,0,0,
INTL_ACTORS,un,more,False,-0.889,0.8631,0.4455,0,0,
RU_POLITICAL,russia,peaceful,False,0.0,0.3609,2.2424,0,0,
WEST_ACTORS,eu,selective,False,0.0,0.2136,-0.1648,0,0,
UKR_POLITICAL,kiev,massive,False,0.0,0.1972,-0.7881,0,0,
UKR_POLITICAL,kiev,terrorist,False,0.0,-0.5389,-2.5498,0,0,
INTL_ACTORS,un,unscathed,False,0.0,-1.3734,0.1448,0,0,
INTL_ACTORS,un,unscathed,False,0.0,-1.3734,0.1448,0,0,
INTL_ACTORS,un,temporary,False,0.0,-0.5069,0.0551,0,0,
UKR_POLITICAL,zelensky,safe,False,0.0,0.7771,0.7522,0,0,
INTL_ACTORS,un,unbelievable,False,-0.8833,-0.2812,-0.1913,0,0,
UKR_POLITICAL,ukraine,influential,False,0.0,0.7282,-0.0484,0,0,
UKR_POLITICAL,ukraine,influential,False,0.0,0.7282,-0.0484,0,0,
UKR_POLITICAL,ukraine,influential,False,0.0,0.7282,-0.0484,0,0,
UKR_POLITICAL,ukraine,influential,False,0.0,0.7282,-0.0484,0,0,
UKR_POLITICAL,ukraine,influential,False,0.0,0.7282,-0.0484,0,0,
UKR_POLITICAL,ukraine,influential,False,-0.6133,0.7282,-0.0484,0,0,
UKR_POLITICAL,ukraine,pure,False,0.0,0.7793,0.8781,0,0,
UKR_POLITICAL,ukraine,unblemished,False,0.0,-0.5439,1.0745,0,0,
UKR_POLITICAL,zelensky,sweet,False,0.0,0.4161,1.0798,0,0,
UKR_POLITICAL,ukraine,aircraft,False,0.0,1.2962,0.0442,0,0,
INTL_ACTORS,un,unclear,False,0.0,-1.4318,-0.4139,0,0,
INTL_ACTORS,un,corruption,False,-0.5911,-1.245,-1.8959,0,0,
INTL_ACTORS,un,corruption,False,0.0,-1.245,-1.8959,0,0,
INTL_ACTORS,un,corruption,False,0.0,-1.245,-1.8959,0,0,
INTL_ACTORS,un,punitive,False,0.0,-1.1539,-0.9925,0,0,
INTL_ACTORS,un,unsympathetic,False,0.0,-2.4125,-1.2289,0,0,
UKR_POLITICAL,ukraine,respectable,False,0.0,0.2802,0.8068,0,0,
INTL_ACTORS,un,understandable,False,0.0,-0.4257,0.5953,0,0,
UKR_POLITICAL,ukraine,unscathed,False,0.0,-1.3734,0.1448,0,0,
UKR_POLITICAL,ukraine,sovereign,False,0.0,-0.478,0.455,0,0,
INTL_ACTORS,un,murky,False,0.0,-1.6631,-0.7184,0,0,
UKR_POLITICAL,ukraine,independent,False,0.0,1.0854,0.372,0,0,
UKR_POLITICAL,kiev,corruption,False,0.0,-1.245,-1.8959,0,0,
WEST_ACTORS,eu,sad,False,-0.8916,-1.7051,0.2023,0,0,
UKR_POLITICAL,ukraine,corruption,False,0.0,-1.245,-1.8959,0,0,
INTL_ACTORS,un,entire,False,-0.815,0.4004,0.2851,0,0,
WEST_ACTORS,trump,peaceful,False,-0.648,0.3609,2.2424,0,0,
WEST_ACTORS,eu,peaceful,False,-0.6599,0.3609,2.2424,0,0,
INTL_ACTORS,un,whole,False,0.0,0.1824,0.6025,0,0,
INTL_ACTORS,un,whole,False,0.0,0.1824,0.6025,0,0,
INTL_ACTORS,un,whole,False,-0.5333,0.1824,0.6025,0,0,
WEST_ACTORS,usa,inconsistent,False,-0.5333,-2.2259,-0.4544,0,0,
INTL_ACTORS,un,whole,False,-0.5333,0.1824,0.6025,0,0,
UKR_POLITICAL,zelensky,indifferent,False,-0.6405,-2.159,-0.1542,0,0,
INTL_ACTORS,un,whole,False,-0.6405,0.1824,0.6025,0,0,
INTL_ACTORS,un,countless,False,-0.6405,-0.0183,0.1703,0,0,
WEST_ACTORS,trump,surprised,False,0.0,-0.2833,0.4679,0,0,
INTL_ACTORS,un,undesirable,False,-0.867,-1.4984,-1.0794,0,0,
UKR_POLITICAL,zelensky,surprising,False,-0.7778,0.0068,0.2948,0,0,
UKR_POLITICAL,zelensky,not_aware,True,0.7778,-0.1151,-0.1133,0,0,
UKR_POLITICAL,zelensky,embarrassed,False,-0.8599,-2.1706,-0.0686,0,0,
UKR_POLITICAL,ukraine,terrible,False,-0.8633,-1.5544,-0.955,0,0,
INTL_ACTORS,un,fellow,False,-0.717,-0.018,0.132,0,0,
INTL_ACTORS,un,disgruntled,False,-0.717,-2.123,-0.97,0,0,
WEST_ACTORS,biden,personal,False,0.0,1.1114,0.7794,0,0,
WEST_ACTORS,biden,questionable,False,0.0,-1.5122,-0.7417,0,0,
INTL_ACTORS,un,painful,False,-0.6539,-1.4033,-0.4238,0,0,
INTL_ACTORS,un,unaltered,False,-0.6539,-0.7423,0.6082,0,0,
WEST_ACTORS,usa,unbelievable,False,-0.5213,-0.2812,-0.1913,0,0,
WEST_ACTORS,eu,neutral,False,-0.5307,0.2469,0.8183,0,0,
INTL_ACTORS,un,unconditional,False,0.0,-0.1656,0.8196,0,0,
RU_POLITICAL,russia,illegal,False,0.0,-1.0007,-1.5436,0,0,
WEST_ACTORS,usa,tired,False,0.0,-1.5998,0.3211,0,0,
RU_POLITICAL,russia,hysterical,False,0.0,-1.8699,-0.6678,0,0,
UKR_POLITICAL,ukraine,hybrid,False,0.0,1.4795,-0.4469,0,0,
INTL_ACTORS,un,whole,False,-0.4983,0.1824,0.6025,0,0,
RU_POLITICAL,russia,senseless,False,-0.8938,-2.2335,-1.2549,0,0,
WEST_ACTORS,nato,entire,False,-0.5151,0.4004,0.2851,0,0,
UKR_POLITICAL,zelensky,professional,False,-0.8878,2.191,0.3404,0,0,
UKR_POLITICAL,zelensky,moral,False,0.0,-0.5166,1.4258,0,0,
WEST_ACTORS,eu,not_worth,True,0.7699,-0.531,-1.1333,0,0,
WEST_ACTORS,trump,primitive,False,-0.8685,-0.4772,-0.2824,1,0,subhuman
WEST_ACTORS,trump,limited,False,0.0,0.379,0.1615,0,0,
UKR_POLITICAL,ukraine,entire,False,0.0,0.4004,0.2851,0,0,
UKR_POLITICAL,zelensky,intact,False,-0.508,-0.5806,0.7118,0,0,
UKR_POLITICAL,zelensky,ridiculous,False,-0.8608,-1.5848,-0.7096,0,0,
INTL_ACTORS,un,serious,False,-0.6207,0.0489,0.1019,0,0,
INTL_ACTORS,un,social,False,-0.6207,0.8349,0.5586,0,0,
RU_POLITICAL,russia,ordinary,False,-0.8843,-0.0426,0.8944,0,0,
UKR_POLITICAL,kiev,terrorist,False,-0.8212,-0.5389,-2.5498,0,0,
INTL_ACTORS,un,vast,False,-0.5251,0.5041,-0.021,0,0,
UKR_POLITICAL,ukraine,aircraft,False,-0.5251,1.2962,0.0442,0,0,
UKR_POLITICAL,crimea,willing,False,0.0,0.0487,0.4851,0,0,
INTL_ACTORS,un,profound,False,0.0,0.2498,1.0858,0,0,
UKR_POLITICAL,ukraine,just,False,0.0,0.1894,0.6815,0,0,
UKR_POLITICAL,ukraine,sustainable,False,0.0,1.7991,1.1938,0,0,
INTL_ACTORS,un,uncomfortable,False,-0.7033,-1.6382,-0.0025,0,0,
INTL_ACTORS,un,whole,False,-0.9087,0.1824,0.6025,0,0,
UKR_POLITICAL,ukraine,terrible,False,-0.939,-1.5544,-0.955,0,0,
INTL_ACTORS,un,whole,False,-0.939,0.1824,0.6025,0,0,
WEST_ACTORS,eu,tight,False,0.0,0.0515,0.0191,0,0,
INTL_ACTORS,un,willing,False,0.6477,0.0487,0.4851,0,0,
UKR_POLITICAL,ukraine,just,False,0.6189,0.1894,0.6815,0,0,
UKR_POLITICAL,ukraine,sustainable,False,0.6189,1.7991,1.1938,0,0,
WEST_ACTORS,usa,aware,False,0.0,0.1151,0.1133,0,0,
RU_POLITICAL,russia,more,False,0.0,0.8631,0.4455,0,0,
WEST_ACTORS,eu,okay,False,0.0,-0.848,0.6017,0,0,
INTL_ACTORS,un,unhappy,False,-0.5461,-2.2655,-0.3606,0,0,
UKR_POLITICAL,zelensky,comedant,False,-0.8477,0.0,0.0,0,0,
UKR_POLITICAL,zelensky,afraid,False,-0.7182,-1.1227,-0.2038,0,0,
UKR_POLITICAL,zelensky,afraid,False,-0.7302,-1.1227,-0.2038,0,0,
UKR_POLITICAL,ukraine,native,False,0.0,1.1564,0.3986,0,0,
WEST_ACTORS,eu,literated,False,0.0,0.0,0.0,0,0,
UKR_POLITICAL,ukraine,very,False,-0.9095,0.7466,0.6939,0,0,
UKR_POLITICAL,ukraine,just,False,0.0,0.1894,0.6815,0,0,
UKR_POLITICAL,ukraine,sustainable,False,0.0,1.7991,1.1938,0,0,
UKR_POLITICAL,ukraine,traditional,False,-0.8255,1.3589,0.6595,0,0,
UKR_POLITICAL,kiev,disgusting,False,-0.6186,-2.2454,-1.8581,0,0,
CIVILIANS,civilians,human,False,-0.7104,0.5286,0.3597,0,0,
CIVILIANS,civilians,criminal,False,-0.7104,-0.7445,-1.6987,0,0,
RU_POLITICAL,russia,customary,False,0.0,0.0584,0.637,0,0,
UKR_POLITICAL,zelensky,strange,False,-0.5095,-0.8699,-0.3898,0,0,
INTL_ACTORS,un,unloved,False,-0.5219,-3.0733,-0.7095,0,0,
INTL_ACTORS,un,unfair,False,-0.8432,-1.9614,-1.2656,0,0,
INTL_ACTORS,un,rich,False,-0.8514,0.8542,0.3544,0,0,
INTL_ACTORS,un,ungrateful,False,-0.8514,-2.9721,-1.1501,0,0,
INTL_ACTORS,un,useless,False,-0.8514,-1.7454,-0.6034,0,0,
UKR_POLITICAL,ukraine,insufficient,False,-0.5405,-1.4939,0.0227,0,0,
RU_POLITICAL,russia,worth,False,0.0,0.531,1.1333,0,0,
WEST_ACTORS,eu,unlikely,False,-0.4967,-0.8203,-0.2337,0,0,
RU_POLITICAL,russia,not_ready,True,0.7828,-1.0796,-0.7275,0,0,
WEST_ACTORS,eu,serious,False,-0.7828,0.0489,0.1019,0,0,
UKR_POLITICAL,ukraine,temporary,False,0.0,-0.5069,0.0551,0,0,
INTL_ACTORS,un,unkillable,False,-0.7468,-1.2426,-0.7668,0,0,
WEST_ACTORS,trump,confident,False,0.0,0.5619,0.8236,0,0,
WEST_ACTORS,germany,stubby,False,-0.6755,-0.5991,-0.6782,0,0,
UKR_POLITICAL,zelensky,comedant,False,-0.8238,0.0,0.0,0,0,
WEST_ACTORS,eu,excellent,False,0.8026,1.9504,1.3055,0,0,
WEST_ACTORS,eu,amazing,False,-0.7872,1.2718,0.9281,0,0,
UKR_POLITICAL,ukraine,ready,False,0.0,1.0796,0.7275,0,0,
RU_POLITICAL,putin,indifferent,False,-0.7323,-2.159,-0.1542,0,0,
UKR_POLITICAL,zelensky,comedant,False,-0.652,0.0,0.0,0,0,
RU_POLITICAL,putin,cynical,False,-0.8781,-1.7499,-0.9921,0,0,
INTL_ACTORS,un,untraceable,False,0.0,-1.2847,-0.8221,0,0,
RU_POLITICAL,russia,massive,False,-0.7435,0.1972,-0.7881,0,0,
RU_POLITICAL,russia,disillusioned,False,-0.532,-2.2507,-0.1871,0,0,
RU_POLITICAL,russia,dead,False,0.0,-0.9736,-0.1385,0,0,
WEST_ACTORS,eu,massive,False,0.0,0.1972,-0.7881,0,0,
WEST_ACTORS,eu,exaltated,False,0.0,0.0,0.0,0,0,
WEST_ACTORS,eu,cynical,False,-0.826,-1.7499,-0.9921,0,0,
WEST_ACTORS,eu,evident,False,-0.826,-0.1736,0.3453,0,0,
RU_POLITICAL,moscow,uncomfortable,False,-0.674,-1.6382,-0.0025,0,0,
RU_POLITICAL,russia,aggressive,False,-0.6088,0.2003,-1.8713,0,0,
RU_POLITICAL,russia,aggressive,False,-0.6088,0.2003,-1.8713,0,0,
RU_POLITICAL,moscow,hybrid,False,-0.5558,1.4795,-0.4469,0,0,
RU_POLITICAL,russia,symmetrical,False,-0.5558,0.2235,0.5292,0,0,
RU_POLITICAL,russia,asymmetric,False,-0.5558,-0.0117,-0.4598,0,0,
INTL_ACTORS,un,unfulfilled,False,-0.7601,-1.9525,0.1316,0,0,
INTL_ACTORS,un,well,False,0.0,1.1192,0.5754,0,0,
WEST_ACTORS,eu,bright,False,0.0,0.5737,1.1801,0,0,
WEST_ACTORS,eu,neutral,False,0.0,0.2469,0.8183,0,0,
WEST_ACTORS,eu,independent,False,0.0,1.0854,0.372,0,0,
UKR_POLITICAL,ukraine,power,False,-0.523,1.5821,-0.0956,0,0,
UKR_POLITICAL,zelensky,serious,False,-0.523,0.0489,0.1019,0,0,
UKR_POLITICAL,ukraine,influential,False,-0.7549,0.7282,-0.0484,0,0,
INTL_ACTORS,un,unpleasant,False,-0.7549,-1.7048,-1.0704,0,0,
WEST_ACTORS,usa,harsh,False,-0.7611,-0.9191,-1.0979,0,0,
UKR_POLITICAL,ukraine,urgent,False,0.0,-0.058,0.0864,0,0,
INTL_ACTORS,un,crucial,False,0.0,0.5357,0.5324,0,0,
INTL_ACTORS,un,whole,False,-0.912,0.1824,0.6025,0,0,
UKR_POLITICAL,zelensky,well,False,-0.912,1.1192,0.5754,0,0,
UKR_POLITICAL,zelensky,willing,False,0.0,0.0487,0.4851,0,0,
UKR_POLITICAL,zelensky,willing,False,0.0,0.0487,0.4851,0,0,
UKR_POLITICAL,zelensky,willing,False,0.0,0.0487,0.4851,0,0,
UKR_POLITICAL,zelensky,not_afraid,True,-0.0,1.1227,0.2038,0,0,
UKR_POLITICAL,zelensky,willing,False,0.0,0.0487,0.4851,0,0,
UKR_POLITICAL,zelensky,willing,False,0.0,0.0487,0.4851,0,0,
INTL_ACTORS,un,thoughtless,False,0.0,-2.4735,-0.8322,0,0,
INTL_ACTORS,un,unimaginable,False,0.0,-0.5957,-0.577,0,0,
UKR_POLITICAL,zelensky,comic,False,-0.752,-0.1356,0.2398,0,0,
WEST_ACTORS,eu,reluctant,False,0.0,-1.2326,-0.1762,0,0,
INTL_ACTORS,un,untraceable,False,0.0,-1.2847,-0.8221,0,0,
UKR_POLITICAL,kiev,lasting,False,0.0,1.2934,1.2095,0,0,
WEST_ACTORS,eu,unchanged,False,0.0,-0.4911,0.4173,0,0,
INTL_ACTORS,un,unprecedented,False,0.0,0.7364,-0.5512,0,0,
RU_POLITICAL,russia,ready,False,0.0,1.0796,0.7275,0,0,
WEST_ACTORS,eu,whole,False,0.0,0.1824,0.6025,0,0,
WEST_ACTORS,eu,whole,False,0.0,0.1824,0.6025,0,0,
INTL_ACTORS,un,unstoppable,False,0.0,-0.0925,-1.1287,0,0,
INTL_ACTORS,un,endless,False,0.0,-0.3685,0.1214,0,0,
RU_POLITICAL,putin,right,False,0.7474,0.3563,0.7214,0,0,
RU_POLITICAL,putin,happy,False,0.0,0.1755,1.1158,0,0,
UKR_POLITICAL,ukraine,customary,False,0.0,0.0584,0.637,0,0,
UKR_POLITICAL,zelensky,confused,False,-0.5136,-1.5244,-0.1363,0,0,
UKR_POLITICAL,zelensky,afraid,False,-0.5136,-1.1227,-0.2038,0,0,
WEST_ACTORS,trump,authoritative,False,0.0,0.8729,0.8239,0,0,
RU_POLITICAL,russia,authoritative,False,0.0,0.8729,0.8239,0,0,
WEST_ACTORS,usa,brutal,False,0.0,-0.8285,-2.3151,0,0,
WEST_ACTORS,usa,brutal,False,0.0,-0.8285,-2.3151,0,0,
WEST_ACTORS,trump,painful,False,-0.5603,-1.4033,-0.4238,0,0,
RU_POLITICAL,russia,inflammable,False,0.0,-0.9741,-0.32,0,0,
WEST_ACTORS,eu,primitive,False,-0.7842,-0.4772,-0.2824,1,0,subhuman
WEST_ACTORS,eu,straightforward,False,-0.7842,0.7525,0.8616,0,0,
WEST_ACTORS,usa,primitive,False,-0.8124,-0.4772,-0.2824,1,0,subhuman
CIVILIANS,civilians,hysterical,False,0.0,-1.8699,-0.6678,0,0,
UKR_POLITICAL,ukraine,inventive,False,0.0,0.7037,0.2826,0,0,
INTL_ACTORS,un,controversial,False,-0.6764,-0.4314,-0.7313,0,0,
WEST_ACTORS,eu,fledged,False,-0.5244,0.5053,-0.1846,0,0,
INTL_ACTORS,un,unknown,False,-0.5245,-0.4389,-0.4127,0,0,
UKR_POLITICAL,ukraine,special,False,0.0,1.2326,0.2925,0,0,
UKR_POLITICAL,zelensky,not_sure,True,0.7888,-0.4171,-0.5704,0,0,
RU_POLITICAL,moscow,modest,False,-0.7888,0.3721,1.1369,0,0,
UKR_POLITICAL,ukraine,illegal,False,0.0,-1.0007,-1.5436,0,0,
WEST_ACTORS,usa,armoured,False,0.0,0.5473,-0.7574,0,0,
INTL_ACTORS,un,unattended,False,0.0,-0.8006,-0.1413,0,0,
WEST_ACTORS,usa,armoured,False,0.0,0.5473,-0.7574,0,0,
UKR_POLITICAL,zelensky,willing,False,-0.5821,0.0487,0.4851,0,0,
WEST_ACTORS,trump,typical,False,-0.5277,-0.0216,0.2244,0,0,
WEST_ACTORS,trump,valuable,False,-0.5277,1.2507,0.6852,0,0,
WEST_ACTORS,trump,valuable,False,-0.5277,1.2507,0.6852,0,0,
WEST_ACTORS,trump,obsessive,False,-0.5277,-1.1218,-1.1425,0,0,
INTL_ACTORS,un,unmistakable,False,0.0,0.2486,0.3441,0,0,
INTL_ACTORS,un,unbroken,False,-0.5832,-0.5047,1.0347,0,0,
INTL_ACTORS,un,unexpected,False,0.0,-0.5839,-0.0385,0,0,
UKR_POLITICAL,ukraine,weird,False,0.0,-1.0718,-0.5102,0,0,
UKR_POLITICAL,kiev,unlikely,False,-0.6659,-0.8203,-0.2337,0,0,
RU_POLITICAL,russia,extra,False,-0.6659,0.7806,0.8091,0,0,
UKR_POLITICAL,zelensky,confident,False,0.0,0.5619,0.8236,0,0,
UKR_POLITICAL,ukraine,fat,False,-0.609,-0.2754,-0.5558,0,0,
UKR_POLITICAL,ukraine,surprised,False,-0.609,-0.2833,0.4679,0,0,
INTL_ACTORS,un,situational,False,0.0,-0.0336,0.3645,0,0,
INTL_ACTORS,un,situational,False,0.0,-0.0336,0.3645,0,0,
INTL_ACTORS,un,entire,False,-0.8591,0.4004,0.2851,0,0,
WEST_ACTORS,eu,neutral,False,0.0,0.2469,0.8183,0,0,
WEST_ACTORS,eu,sympathetic,False,0.0,-0.6929,0.3193,0,0,
RU_POLITICAL,russia,unfortunate,False,-0.6789,-1.7696,-0.5343,0,0,
INTL_ACTORS,un,united,False,-0.4951,0.3318,0.4007,0,0,
UKR_POLITICAL,ukraine,bandier,False,-0.4951,0.0,0.0,0,0,
UKR_POLITICAL,kiev,free,False,-0.5878,1.1814,0.4539,0,0,
UKR_POLITICAL,kiev,free,False,-0.5878,1.1814,0.4539,0,0,
INTL_ACTORS,un,unscathed,False,0.0,-1.3734,0.1448,0,0,
UKR_POLITICAL,zelensky,useful,False,-0.6343,1.2802,0.6552,0,0,
INTL_ACTORS,un,unwritten,False,-0.7398,-0.9543,0.303,0,0,
INTL_ACTORS,un,funny,False,0.6371,-0.4128,0.0914,0,0,
INTL_ACTORS,un,untidy,False,-0.8918,-2.6518,-0.3124,0,0,
INTL_ACTORS,un,untidy,False,-0.8918,-2.6518,-0.3124,0,0,
INTL_ACTORS,un,whole,False,-0.755,0.1824,0.6025,0,0,
INTL_ACTORS,un,ready,False,-0.7004,1.0796,0.7275,0,0,
UKR_POLITICAL,ukraine,more,False,-0.6957,0.8631,0.4455,0,0,
UKR_POLITICAL,ukraine,more,False,-0.6957,0.8631,0.4455,0,0,
RU_POLITICAL,russia,extremist,False,0.0,-1.0364,-2.2587,0,0,
RU_POLITICAL,russia,extremist,False,0.0,-1.0364,-2.2587,0,0,
RU_POLITICAL,russia,extremist,False,-0.6459,-1.0364,-2.2587,0,0,
RU_POLITICAL,russia,extremist,False,-0.6459,-1.0364,-2.2587,0,0,
WEST_ACTORS,usa,more,False,0.0,0.8631,0.4455,0,0,
WEST_ACTORS,usa,more,False,-0.7617,0.8631,0.4455,0,0,
UKR_POLITICAL,kiev,dead,False,-0.7617,-0.9736,-0.1385,0,0,
UKR_POLITICAL,kiev,proper,False,-0.7617,0.5466,0.7749,0,0,
UKR_POLITICAL,ukraine,unscathed,False,-0.8315,-1.3734,0.1448,0,0,
INTL_ACTORS,un,unbalanced,False,-0.7489,-1.8351,-1.1538,0,0,
RU_POLITICAL,russia,sustainable,False,-0.7945,1.7991,1.1938,0,0,
RU_POLITICAL,russia,closed,False,-0.7945,-0.1917,0.1296,0,0,
